,County,Population_Estimate,Population_Male,Population_Female,MEDIAN_AGE_TOT,Age017_Per_Pop_Est,Age1844_Per_Pop_Est,Age4554_Per_Pop_Est,Age_5564_Per_Pop_Est,Age_65_plus_Per_Pop_Est,Pop_Female_Ratio,Pop_Male_Ratio,State,Confirmed,Deaths,Active,Incidence_Rate,Lethality_Rate,FIPS,Public_Health_Region,Health_Service_Region,Metro_Area_Metro,Metro_Area_Non-Metro,NCHS_Urban_Rural_Classification_2013_Large Central Metro,NCHS_Urban_Rural_Classification_2013_Large Fringe Metro,NCHS_Urban_Rural_Classification_2013_Medium Metro,NCHS_Urban_Rural_Classification_2013_Micropolitan,NCHS_Urban_Rural_Classification_2013_Non-core,NCHS_Urban_Rural_Classification_2013_Small Metro,White,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Other_Pacific_Islander,Two_Or_More_Races,White_Pop_Ratio,Black_Pop_Ratio,American_Indian_Alaskan_Native_Pop_Ratio,Asian_Pop_Ratio,Native_Hawaiian_Other_Pacific_Islander_Pop_Ratio,Two_Or_More_Races_Pop_Ratio,Rating,Social_Distancing_Score_B-,Social_Distancing_Score_C,Social_Distancing_Score_C-,Social_Distancing_Score_D,Social_Distancing_Score_D+,Social_Distancing_Score_D-,Social_Distancing_Score_F,Per_Capita_Income,Median_Household_Income,Percent_Population_Poverty,Percentage_High_School_Graduate_Or_Higher,Percentage_Bachelors_Degree_Or_Higher,Unemployment_Rate_Percentage,Land_Area,Percent_Urban,Percent_Rural,Trauma_Area_Letter,Service_Area_RAC,Trauma_Service_Area_Population_Estimate,Total_Staffed_Hospital_Beds,Available_Hospital_Beds,Available_ICU_Beds,Available_Ventilators,Total_Staffed_Hospital_Beds_Ratio,Available_Hospital_Beds_Ratio,Available_ICU_Beds_Ratio,Available_Ventilators_Ratio,Medicaid_Caseload,Nursing_Homes_With_Cases_In_HSR,Assisted_Living_Facilities_With_Cases_In_HSR,Population_Estimate,,# Uninsured,Medicaid_Caseload_Ratio,Confirmed_Per_Capita,Deaths_Per_Capita,Population_Density
117,Irion,1536,781,755,43.3,0.225260417,0.29296875,0.110677083,0.157552083,0.213541667,0.491536458,0.508463542,Texas,7,0,7,455.7291667,0,48235,9,10-Sep,1,0,0,0,0,0,0,1,1462,19,18,8,0,29,0.951822917,0.012369792,0.01171875,0.005208333,0,0.018880208,6,0,1,0,0,0,0,0,68327,56775,8.1,91.7,15.7,3,1051.5,0,100,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.002056203,0.000930585,2.23E-05,0.000150454,98,47,19,1536,0.117838542,181,0.063802083,0.004557292,0,1.460770328
118,Jack,8935,5047,3888,38.3,0.217123671,0.360604365,0.126245104,0.126468942,0.169557918,0.435142697,0.564857303,Texas,24,0,24,268.6066032,0,48237,2,3-Feb,0,1,0,0,0,0,1,0,8298,366,98,52,12,109,0.928707331,0.040962507,0.010968103,0.00581981,0.001343033,0.012199217,6,0,1,0,0,0,0,0,44061,48780,17.7,78.9,10.8,3.7,911,46.78,53.22,C,North_Texas_RAC_C,219793,1050,237,14,30,0.004777222,0.001078287,6.37E-05,0.000136492,1032,261,152,8935,0.172020145,1537,0.115500839,0.002686066,0,9.807903403
119,Jackson,14760,7345,7415,38.2,0.253794038,0.324661247,0.109214092,0.12804878,0.184281843,0.502371274,0.497628726,Texas,202,1,201,1368.563686,0.495049505,48239,8,8,0,1,0,0,0,0,1,0,13185,995,139,159,7,275,0.893292683,0.067411924,0.009417344,0.010772358,0.000474255,0.018631436,3,0,0,0,1,0,0,0,41770,54088,12.9,84.1,17.3,4,829.4,38.18,61.82,S,Golden_Crescent_RAC_S,186672,525,122,17,47,0.00281242,0.000653553,9.11E-05,0.000251779,2030,128,55,14760,0.159417344,2353,0.137533875,0.013685637,6.78E-05,17.79599711
120,Jasper,35529,17578,17951,41.6,0.237524276,0.29812266,0.120605702,0.141461904,0.202285457,0.505249233,0.494750767,Texas,254,1,253,714.9089476,0.393700787,48241,5,4/5N,0,1,0,0,0,0,1,0,28763,5693,269,209,28,567,0.809564018,0.160235301,0.00757128,0.005882519,0.000788089,0.015958794,2,0,0,0,0,0,1,0,40803,47551,19.2,86.8,10.6,7.4,938.7,21.81,78.19,R,East_Texas_Gulf_Coast_RAC_R,1309237,1663,223,4,139,0.001270205,0.000170328,3.06E-06,0.000106169,5963,101,22,35529,0.136423767,4847,0.167834727,0.007149089,2.81E-05,37.84915308
121,Jeff Davis,2274,1164,1110,58.7,0.068161829,0.237027265,0.12708883,0.21064204,0.357080035,0.488126649,0.511873351,Texas,8,0,8,351.8029903,0,48243,10,10-Sep,0,1,0,0,0,0,1,0,2127,30,34,34,2,47,0.935356201,0.013192612,0.014951627,0.014951627,0.000879507,0.020668426,6,0,1,0,0,0,0,0,42947,51343,13.1,80.6,38.4,3.1,2264.6,0,100,J,Texas_J_RAC_J,526736,1754,770,48,172,0.003329941,0.001461833,9.11E-05,0.000326539,146,47,19,2274,0.186015831,423,0.064204046,0.00351803,0,1.004150843
122,Jefferson,251565,128629,122936,36.5,0.240617733,0.367972492,0.116248286,0.125717012,0.149444478,0.488684833,0.511315167,Texas,4880,57,4823,1939.856498,1.168032787,48245,5,6/5S,1,0,0,0,1,0,0,0,148550,85807,2635,9923,237,4413,0.590503448,0.341092759,0.01047443,0.039445074,0.000942102,0.017542186,1,0,0,0,0,0,0,1,44065,48121,18.7,83.3,18.8,7.3,876.8,91.6,8.4,R,East_Texas_Gulf_Coast_RAC_R,1309237,1663,223,4,139,0.001270205,0.000170328,3.06E-06,0.000106169,42057,186,147,251565,0.164438614,41367,0.167181444,0.019398565,0.000226582,286.9126369
123,Jim Hogg,5200,2666,2534,34.4,0.305576923,0.319230769,0.099615385,0.104423077,0.171153846,0.487307692,0.512692308,Texas,46,0,46,884.6153846,0,48247,11,11,0,1,0,0,0,0,1,0,5050,41,36,29,2,42,0.971153846,0.007884615,0.006923077,0.005576923,0.000384615,0.008076923,6,0,1,0,0,0,0,0,30696,36176,25.2,74.9,11.1,7.2,1136.2,82.6,17.4,T,Seven_Flags_RAC_T,295669,890,147,0,94,0.003010123,0.000497178,0,0.000317923,1370,,,5200,0.155192308,807,0.263461538,0.008846154,0,4.576659039
124,Jim Wells,40482,20086,20396,35.4,0.273405464,0.344647004,0.110814683,0.114075392,0.157057458,0.503828862,0.496171138,Texas,507,0,507,1252.408478,0,48249,11,11,0,1,0,0,0,1,0,0,39003,433,409,241,29,367,0.963465244,0.010696112,0.010103256,0.005953263,0.000716368,0.009065758,3,0,0,0,1,0,0,0,40570,41919,21.2,73.4,10.7,7.5,865.2,59.91,40.09,U,Coastal_Bend_RAC_U,630897,2350,1071,148,167,0.003724855,0.001697583,0.000234587,0.000264702,9299,,,40482,0.171335408,6936,0.22970703,0.012524085,0,46.78918169
125,Johnson,175817,87897,87920,36.8,0.259332146,0.34634876,0.127240255,0.124026687,0.143052151,0.500065409,0.499934591,Texas,1234,7,1227,701.8661449,0.56726094,48251,3,3-Feb,1,0,0,1,0,0,0,0,160331,7385,1762,1748,883,3708,0.91191978,0.042003902,0.010021784,0.009942156,0.005022267,0.021090111,1,0,0,0,0,0,0,1,41697,62635,10.7,83.8,17.7,3.8,724.7,62.13,37.87,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.001487485,0.000204206,3.28E-05,0.000216953,20280,261,152,175817,0.144178322,25349,0.115347208,0.007018661,3.98E-05,242.6065958
126,Jones,20083,12602,7481,38.6,0.173380471,0.416521436,0.132400538,0.118956331,0.158741224,0.372504108,0.627495892,Texas,621,0,621,3092.167505,0,48253,2,3-Feb,1,0,0,0,0,0,0,1,16640,2658,283,163,1,338,0.82856147,0.132350744,0.01409152,0.008116317,4.98E-05,0.016830155,5,0,0,1,0,0,0,0,30559,43903,22,77.3,11,5.3,928.6,14.85,85.15,D,Big_Country_RAC_D,306972,1643,604,29,79,0.00535228,0.001967606,9.45E-05,0.000257352,2189,261,152,20083,0.115421003,2318,0.10899766,0.030921675,0,21.6271807
127,Karnes,15601,9136,6465,35,0.212742773,0.429716044,0.106082943,0.109736555,0.141721685,0.414396513,0.585603487,Texas,206,0,206,1320.428178,0,48255,8,8,0,1,0,0,0,0,1,0,13768,1423,167,80,6,157,0.882507532,0.091212102,0.010704442,0.005127876,0.000384591,0.010063457,3,0,0,0,1,0,0,0,49593,48743,21.8,76.5,12.3,3.5,747.8,61.61,38.39,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,2293,128,55,15601,0.118197551,1844,0.146977758,0.013204282,0,20.86253009
128,Kaufman,136154,67120,69034,35.1,0.279139798,0.3630962,0.125512288,0.113907781,0.118343934,0.507028806,0.492971194,Texas,1440,5,1435,1057.625924,0.347222222,48257,3,3-Feb,1,0,0,1,0,0,0,0,110658,18934,1380,2027,128,3027,0.812741455,0.13906312,0.010135582,0.014887554,0.000940112,0.022232178,1,0,0,0,0,0,0,1,42837,67434,11.5,84.5,19.4,3.5,780.9,51.18,48.82,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.001487485,0.000204206,3.28E-05,0.000216953,16325,261,152,136154,0.134032052,18249,0.119900994,0.010576259,3.67E-05,174.3552311
129,Kendall,47431,23250,24181,42.6,0.231241171,0.301237587,0.132423942,0.142143324,0.192953975,0.509814256,0.490185744,Texas,137,0,137,288.8406317,0,48259,8,8,1,0,0,1,0,0,0,0,44813,687,355,671,46,859,0.944804031,0.014484198,0.007484557,0.014146866,0.00096983,0.018110518,1,0,0,0,0,0,0,1,84270,90937,7.5,93,39.3,3.1,662.5,41.84,58.16,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,2823,128,55,47431,0.113955008,5405,0.059518037,0.002888406,0,71.59396226
130,Kenedy,404,212,192,37.4,0.247524752,0.339108911,0.118811881,0.126237624,0.168316832,0.475247525,0.524752475,Texas,4,0,4,990.0990099,0,48261,11,11,0,1,0,0,0,1,0,0,364,17,7,7,0,9,0.900990099,0.042079208,0.017326733,0.017326733,0,0.022277228,,0,0,0,0,0,0,0,43561,42153,14.3,57.6,11.5,3.3,1458.6,0,100,U,Coastal_Bend_RAC_U,630897,2350,1071,148,167,0.003724855,0.001697583,0.000234587,0.000264702,32,,,404,0.190594059,77,0.079207921,0.00990099,0,0.276977924
131,Kent,762,388,374,47.7,0.216535433,0.250656168,0.1167979,0.152230971,0.263779528,0.490813648,0.509186352,Texas,2,0,2,262.4671916,0,48263,2,3-Feb,0,1,0,0,0,0,1,0,717,9,12,1,1,22,0.940944882,0.011811024,0.015748031,0.001312336,0.001312336,0.028871391,,0,0,0,0,0,0,0,54858,47625,13.3,78.3,23.9,2.6,902.5,0,100,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,83,261,152,762,0.131233596,100,0.108923885,0.002624672,0,0.84432133
132,Kerr,52600,25326,27274,48.3,0.189429658,0.279524715,0.105,0.14526616,0.280779468,0.51851711,0.48148289,Texas,324,1,323,615.9695817,0.308641975,48265,8,8,0,1,0,0,0,1,0,0,49336,1038,604,628,60,934,0.937946768,0.01973384,0.01148289,0.011939163,0.001140684,0.017756654,1,0,0,0,0,0,0,1,50150,53704,13.9,86.6,26.2,3.4,1103.3,58.9,41.1,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,5786,128,55,52600,0.154144487,8108,0.11,0.006159696,1.90E-05,47.67515635
133,Kimble,4337,2126,2211,50.6,0.180308969,0.259857044,0.105602951,0.157251556,0.296979479,0.509799401,0.490200599,Texas,13,0,13,299.7463685,0,48267,9,10-Sep,0,1,0,0,0,0,1,0,4173,38,62,36,3,25,0.962185843,0.008761817,0.014295596,0.008300669,0.000691722,0.005764353,6,0,1,0,0,0,0,0,43309,42503,17.6,83.1,17,3.5,1251,55.7,44.3,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.002056203,0.000930585,2.23E-05,0.000150454,517,47,19,4337,0.154945815,672,0.119206825,0.002997464,0,3.466826539
134,King,272,136,136,41,0.264705882,0.261029412,0.136029412,0.150735294,0.1875,0.5,0.5,,0,0,,,0,48269,1,1,0,1,0,0,0,0,1,0,258,0,4,0,1,9,0.948529412,0,0.014705882,0,0.003676471,0.033088235,,0,0,0,0,0,0,0,55661,57925,13.7,80.6,23.2,3.7,910.9,0,100,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,8,50,23,272,0.220588235,60,0.029411765,,,0.298605775
135,Kinney,3667,2012,1655,42.5,0.191709845,0.338969185,0.11208072,0.109080993,0.248159258,0.451322607,0.548677393,Texas,14,0,14,381.7834742,0,48271,8,8,0,1,0,0,0,0,1,0,3420,80,59,22,8,78,0.932642487,0.021816199,0.016089446,0.005999455,0.00218162,0.021270794,6,0,1,0,0,0,0,0,30431,43192,21.1,67.2,13.2,5.5,1360.5,79.54,20.46,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,425,128,55,3667,0.151349877,555,0.115898555,0.003817835,0,2.695332598
136,Kleberg,30680,15592,15088,28.4,0.239211213,0.447327249,0.093187744,0.088396349,0.131877445,0.49178618,0.50821382,Texas,300,2,298,977.8357236,0.666666667,48273,11,11,0,1,0,0,0,1,0,0,27846,1259,310,737,57,471,0.907627119,0.041036506,0.010104302,0.024022164,0.001857888,0.015352021,2,0,0,0,0,0,1,0,38997,42605,25,77.4,25.3,5.9,881.3,81.13,18.87,U,Coastal_Bend_RAC_U,630897,2350,1071,148,167,0.003724855,0.001697583,0.000234587,0.000264702,5648,,,30680,0.163722295,5023,0.184093872,0.009778357,6.52E-05,34.81220924
137,Knox,3664,1792,1872,39.5,0.260644105,0.29830786,0.10371179,0.136462882,0.200873362,0.510917031,0.489082969,Texas,44,0,44,1200.873362,0,48275,2,3-Feb,0,1,0,0,0,0,1,0,3289,214,44,12,1,104,0.897652838,0.058406114,0.012008734,0.003275109,0.000272926,0.028384279,6,0,1,0,0,0,0,0,38457,39726,20.4,80.1,18.3,4,850.6,0,100,D,Big_Country_RAC_D,306972,1643,604,29,79,0.00535228,0.001967606,9.45E-05,0.000257352,582,261,152,3664,0.198689956,728,0.158842795,0.012008734,0,4.307547613
138,Lamar,49859,23999,25860,40.2,0.236125875,0.315249002,0.12224473,0.131310295,0.195070098,0.518662629,0.481337371,Texas,537,15,522,1077.037245,2.793296089,48277,4,4/5N,0,1,0,0,0,1,0,0,40253,6733,943,395,24,1511,0.807336689,0.135040815,0.018913336,0.007922341,0.000481357,0.030305461,1,0,0,0,0,0,0,1,40763,45767,14.4,84.5,16.7,4.2,907.3,52.92,47.08,F,Northeast_Texas_RAC_F,273329,2063,693,102,63,0.007547681,0.002535406,0.000373177,0.000230491,8397,101,22,49859,0.155057261,7731,0.16841493,0.010770372,0.000300848,54.95315772
139,Lamb,12893,6395,6498,36.9,0.275343209,0.319320562,0.107422632,0.124175909,0.173737687,0.503994416,0.496005584,Texas,175,7,168,1357.325681,4,48279,1,1,0,1,0,0,0,0,1,0,11756,598,223,68,12,236,0.911812611,0.046381758,0.017296207,0.00527418,0.000930738,0.018304506,6,0,1,0,0,0,0,0,38247,42700,20,74.2,17.4,5.2,1016.2,42.31,57.69,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,2467,50,23,12893,0.211665245,2729,0.19134414,0.013573257,0.00054293,12.6874631
140,Lampasas,21428,10526,10902,43.8,0.216025761,0.298207952,0.132583536,0.15148404,0.201698712,0.508773567,0.491226433,Texas,68,0,68,317.3417958,0,48281,7,7,1,0,0,0,1,0,0,0,19246,907,258,302,117,598,0.898170618,0.042327795,0.012040321,0.014093709,0.005460146,0.027907411,3,0,0,0,1,0,0,0,49457,55151,12.9,88.6,20.5,3.7,712.5,31.73,68.27,L,Central_Texas_RAC_L,490708,1006,233,10,136,0.002050099,0.000474824,2.04E-05,0.000277151,2676,87,45,21428,0.159370917,3415,0.12488333,0.003173418,0,30.07438596
141,La Salle,7520,4425,3095,31.6,0.197074468,0.475797872,0.105851064,0.085904255,0.13537234,0.411569149,0.588430851,Texas,351,0,351,4667.553191,0,48283,8,8,0,1,0,0,0,0,1,0,7246,119,64,33,2,56,0.96356383,0.015824468,0.008510638,0.004388298,0.000265957,0.007446809,4,0,0,0,0,1,0,0,35809,40072,29.6,63.7,14.6,3.7,1486.7,53.65,46.35,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,1331,128,55,7520,0.107845745,811,0.176994681,0.046675532,0,5.058182552
142,Lavaca,20154,9863,10291,43.6,0.232559293,0.281681056,0.110151831,0.138682147,0.236925672,0.51061824,0.48938176,Texas,545,1,544,2704.177831,0.183486239,48285,8,8,0,1,0,0,0,0,1,0,18290,1313,139,108,18,286,0.907512156,0.065148358,0.006896894,0.005358738,0.000893123,0.014190731,5,0,0,1,0,0,0,0,50919,51128,13.5,83,16.2,3.6,969.7,18.68,81.32,S,Golden_Crescent_RAC_S,186672,525,122,17,47,0.00281242,0.000653553,9.11E-05,0.000251779,2351,128,55,20154,0.138582912,2793,0.116651781,0.027041778,4.96E-05,20.78374755
143,Lee,17239,8678,8561,42.2,0.217355995,0.315273508,0.121700795,0.158941934,0.186727768,0.496606532,0.503393468,Texas,143,3,140,829.514473,2.097902098,48287,7,7,0,1,0,0,0,0,1,0,14747,1860,197,101,37,297,0.855444051,0.107894889,0.011427577,0.005858809,0.002146296,0.017228378,3,0,0,0,1,0,0,0,46713,55834,12.3,82.3,17,3.3,629,30.28,69.72,O,Capital _Area_Trauma_RAC_O,2375407,5534,563,50,253,0.002329706,0.000237012,2.10E-05,0.000106508,2174,87,45,17239,0.175358199,3023,0.126109403,0.008295145,0.000174024,27.40699523
144,Leon,17404,8654,8750,45.7,0.223511836,0.269305907,0.104803493,0.15335555,0.249023213,0.502757987,0.497242013,Texas,128,1,127,735.4631119,0.78125,48289,7,7,0,1,0,0,0,0,1,0,15605,1278,150,117,4,250,0.896632958,0.073431395,0.008618708,0.006722593,0.000229832,0.014364514,4,0,0,0,0,1,0,0,40388,47065,15.6,84.5,16.7,6.3,1073.2,0,100,N,Brazos_Valley_RAC_N,360335,533,123,8,42,0.001479179,0.000341349,2.22E-05,0.000116558,2187,87,45,17404,0.184727649,3215,0.125660768,0.007354631,5.75E-05,16.21692136
145,Liberty,88219,43574,44645,34.8,0.270440608,0.35778007,0.124644351,0.117922443,0.129212528,0.506070121,0.493929879,Texas,733,3,730,830.8867704,0.409276944,48291,6,6/5S,1,0,0,1,0,0,0,0,76345,8541,1101,602,99,1531,0.865403144,0.096815879,0.012480305,0.006823927,0.001122207,0.017354538,1,0,0,0,0,0,0,1,37237,52577,15.1,76.2,10,7.1,1158.3,36.77,63.23,R,East_Texas_Gulf_Coast_RAC_R,1309237,1663,223,4,139,0.001270205,0.000170328,3.06E-06,0.000106169,15959,186,147,88219,0.167208878,14751,0.180902073,0.008308868,3.40E-05,76.1624795
146,Limestone,23437,12034,11403,40.7,0.220207364,0.331057729,0.110295686,0.139181636,0.199257584,0.486538379,0.513461621,Texas,144,2,142,614.4131075,1.388888889,48293,7,7,0,1,0,0,0,0,1,0,18419,4098,287,188,17,428,0.785894099,0.17485173,0.012245595,0.008021504,0.000725349,0.018261723,3,0,0,0,1,0,0,0,35771,43226,22.2,78.9,14.9,5.5,905.4,46.38,53.62,M,Heart_of_Texas_RAC_M,346651,445,153,11,58,0.001283712,0.000441366,3.17E-05,0.000167315,3911,87,45,23437,0.159491402,3738,0.166872893,0.006144131,8.53E-05,25.88579633
147,Lipscomb,3233,1653,1580,38.9,0.253325085,0.315805753,0.098979276,0.141045469,0.190844417,0.488710176,0.511289824,Texas,15,0,15,463.9653573,0,48295,1,1,0,1,0,0,0,0,1,0,2971,67,71,25,6,93,0.918960718,0.020723786,0.021961027,0.007732756,0.001855861,0.028765852,6,0,1,0,0,0,0,0,64757,57332,12,80.1,17.7,3.2,932.2,0,100,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,289,50,23,3233,0.253015775,818,0.089390659,0.004639654,0,3.468139884
148,Live Oak,12207,6705,5502,41.6,0.198328828,0.341525354,0.108790039,0.143851888,0.207503891,0.450724994,0.549275006,Texas,115,1,114,942.0824117,0.869565217,48297,11,11,0,1,0,0,0,0,1,0,11233,584,147,92,12,139,0.920209716,0.047841402,0.012042271,0.007536659,0.000983043,0.011386909,4,0,0,0,0,1,0,0,35636,48814,18.7,79.2,11.1,4.7,1039.7,0,100,U,Coastal_Bend_RAC_U,630897,2350,1071,148,167,0.003724855,0.001697583,0.000234587,0.000264702,1518,,,12207,0.147374457,1799,0.124354878,0.009420824,8.19E-05,11.74088679
149,Llano,21795,10558,11237,57.8,0.151227346,0.206974077,0.101215875,0.16806607,0.372516632,0.515576967,0.484423033,Texas,81,0,81,371.6448727,0,48299,7,7,0,1,0,0,0,0,1,0,20902,251,207,131,9,295,0.9590273,0.011516403,0.009497591,0.006010553,0.000412939,0.013535214,3,0,0,0,1,0,0,0,47476,54019,12.3,86.5,26.6,3.7,934.1,54.82,45.18,O,Capital _Area_Trauma_RAC_O,2375407,5534,563,50,253,0.002329706,0.000237012,2.10E-05,0.000106508,2067,87,45,21795,0.1290663,2813,0.094838266,0.003716449,0,23.33261963
150,Loving,169,98,71,31.3,0.289940828,0.355029586,0.106508876,0.112426036,0.136094675,0.420118343,0.579881657,,0,0,,,0,48301,9,10-Sep,0,1,0,0,0,0,1,0,160,6,1,2,0,0,0.946745562,0.035502959,0.00591716,0.01183432,0,0,,0,0,0,0,0,0,0,56730,78637,3.3,74.6,3,5,668.8,0,100,J,Texas_J_RAC_J,526736,1754,770,48,172,0.003329941,0.001461833,9.11E-05,0.000326539,5,47,19,169,0.159763314,27,0.029585799,,,0.252691388
151,Lubbock,310569,153010,157559,31.1,0.236742882,0.434219127,0.098577128,0.103352234,0.12710863,0.507323654,0.492676346,Texas,4962,68,4894,1597.712586,1.370415155,48303,1,1,1,0,0,0,1,0,0,0,268765,24402,3638,7367,418,5979,0.865395452,0.078571912,0.011713983,0.023720977,0.001345917,0.01925176,1,0,0,0,0,0,0,1,42569,50377,17.6,85.1,28,3.2,895.6,88.66,11.34,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,41371,50,23,310569,0.132505176,41152,0.133210333,0.015977126,0.000218953,346.7719964
152,Lynn,5951,3051,2900,37.1,0.272559234,0.323643085,0.108553184,0.131574525,0.163669971,0.487313057,0.512686943,Texas,59,3,56,991.4300118,5.084745763,48305,1,1,1,0,0,0,1,0,0,0,5550,153,111,21,1,115,0.932616367,0.025709965,0.018652327,0.003528819,0.000168039,0.019324483,6,0,1,0,0,0,0,0,33119,43436,18.3,77.9,17.2,3.8,891.9,43.28,56.72,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,846,50,23,5951,0.152747437,909,0.142160981,0.0099143,0.000504117,6.672272676
153,McCulloch,7984,4023,3961,43,0.221317635,0.299098196,0.113727455,0.141407816,0.224448898,0.496117234,0.503882766,Texas,35,0,35,438.3767535,0,48307,9,10-Sep,0,1,0,0,0,0,1,0,7427,232,95,67,7,156,0.930235471,0.029058116,0.011898798,0.008391784,0.000876754,0.019539078,4,0,0,0,0,1,0,0,37927,42719,18.5,77.5,16.1,3.6,1065.6,64.67,35.33,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.002056203,0.000930585,2.23E-05,0.000150454,1203,47,19,7984,0.163326653,1304,0.150676353,0.004383768,0,7.492492492
154,McLennan,256623,125261,131362,33.4,0.245153396,0.390120917,0.105812807,0.11189566,0.14701722,0.511887087,0.488112913,Texas,3885,35,3850,1513.893922,0.900900901,48309,7,7,1,0,0,0,1,0,0,0,205274,38061,2938,4499,310,5541,0.799904919,0.148314843,0.011448701,0.017531554,0.001207998,0.021591985,1,0,0,0,0,0,0,1,41254,48858,18.9,83.8,22.2,3.8,1036.7,76.65,23.35,M,Heart_of_Texas_RAC_M,346651,445,153,11,58,0.001283712,0.000441366,3.17E-05,0.000167315,37599,87,45,256623,0.145372784,37306,0.146514537,0.015138939,0.000136387,247.5383428
155,McMullen,743,392,351,48.6,0.197846568,0.257065949,0.142664872,0.148048452,0.254374159,0.472409152,0.527590848,Texas,6,0,6,807.5370121,0,48311,11,11,0,1,0,0,0,0,1,0,695,18,4,5,0,21,0.935397039,0.02422611,0.00538358,0.006729475,0,0.028263795,,0,0,0,0,0,0,0,72150,64633,11.1,81.4,16.2,1.9,1139.8,0,100,U,Coastal_Bend_RAC_U,630897,2350,1071,148,167,0.003724855,0.001697583,0.000234587,0.000264702,71,,,743,0.160161507,119,0.095558546,0.00807537,0,0.651868749
156,Madison,14284,8226,6058,34.7,0.212405489,0.421450574,0.105712686,0.101932232,0.15849902,0.424110893,0.575889107,Texas,240,0,240,1680.201624,0,48313,7,7,0,1,0,0,0,0,1,0,10864,2870,170,114,11,255,0.760571269,0.200924111,0.011901428,0.007980958,0.000770092,0.017852142,1,0,0,0,0,0,0,1,30435,45445,17.9,77.6,12.3,4.6,466.1,32.6,67.4,N,Brazos_Valley_RAC_N,360335,533,123,8,42,0.001479179,0.000341349,2.22E-05,0.000116558,2024,87,45,14284,0.145477457,2078,0.141697004,0.016802016,0,30.64578417
157,Marion,9854,4836,5018,51.1,0.180840268,0.253602598,0.120458697,0.171402476,0.273695961,0.509234828,0.490765172,Texas,116,7,109,1177.186929,6.034482759,48315,4,4/5N,0,1,0,0,0,0,1,0,7345,2055,126,92,3,233,0.745382586,0.208544753,0.012786686,0.00933631,0.000304445,0.02364522,5,0,0,1,0,0,0,0,38063,38011,21.9,80.3,12.7,5.7,380.9,0,100,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,1818,101,22,9854,0.142886138,1408,0.184493607,0.011771869,0.000710371,25.87030717
158,Martin,5771,2896,2875,32.6,0.313463871,0.343961185,0.113498527,0.114884769,0.114191648,0.498180558,0.501819442,Texas,42,1,41,727.7768151,2.380952381,48317,9,10-Sep,1,0,0,0,0,0,0,1,5398,171,94,31,5,72,0.935366488,0.029630913,0.016288338,0.005371686,0.000866401,0.012476174,6,0,1,0,0,0,0,0,56021,56484,13.6,77.3,19.3,3.2,915,0,100,J,Texas_J_RAC_J,526736,1754,770,48,172,0.003329941,0.001461833,9.11E-05,0.000326539,658,47,19,5771,0.193900537,1119,0.114018368,0.007277768,0.00017328,6.307103825
159,Mason,4274,2186,2088,49.5,0.201918577,0.255264389,0.106457651,0.143893308,0.292466074,0.48853533,0.51146467,Texas,38,0,38,889.0968648,0,48319,9,10-Sep,0,1,0,0,0,0,1,0,4131,38,32,14,12,47,0.966541881,0.008890969,0.007487131,0.00327562,0.002807674,0.010996724,6,0,1,0,0,0,0,0,44601,49560,12.7,89.1,23.7,3.3,928.8,0,100,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.002056203,0.000930585,2.23E-05,0.000150454,340,47,19,4274,0.197005147,842,0.079550772,0.008890969,0,4.60163652
